Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
31-OCT-2025|ESIP|SINERGI INTI PLASTINDO Tbk|EQUITY|ID1000152101|SINERGI INTI PLASTINDO Tbk, PT|ACTIVE|IDX|14-NOV-2019|IDR|Certificate||||||||50|1109953847|||755553847|67.98|0.09|68.07|PLASTICS & PACKAGING|110
31-OCT-2025|ESSA|ESSA INDUSTRIES INDONESIA Tbk|EQUITY|ID1000122203|ESSA INDUSTRIES INDONESIA Tbk, PT|ACTIVE|IDX|01-FEB-2012|IDR|Electronic||||||||10|17226975700|||17226975700|78.81|21.19|100|CHEMICALS|615
31-OCT-2025|ESTA|ESTA MULTI USAHA Tbk|EQUITY|ID1000154800|ESTA MULTI USAHA Tbk, PT|ACTIVE|IDX|09-MAR-2020|IDR|Certificate||||||||100|2425354179|||2425354179|80.17|19.83|100|RESTAURANT, HOTEL & TOURISM|222
31-OCT-2025|ESTI|EVER SHINE TEXTILE INDUSTRY|EQUITY|ID1000063506|EVER SHINE TEX Tbk, PT|ACTIVE|IDX|13-OCT-1992|IDR|Electronic|11-DEC-2000|||||||100|2015208720|||1117038595|55.37|0.06|55.43|TEXTILE, GARMENT|135
31-OCT-2025|ETWA|ETERINDO WAHANATAMA Tbk|EQUITY|ID1000064405|ETERINDO WAHANATAMA Tbk, PT|ACTIVE|IDX|16-MAY-1997|IDR|Electronic||||||||400|4668671400|||4429688900|83.32|11.56|94.88|CHEMICALS|70
31-OCT-2025|EURO|ESTEE GOLD FEET Tbk|EQUITY|ID1000170707|ESTEE GOLD FEET Tbk, PT|ACTIVE|IDX|08-AUG-2022|IDR|Certificate||||||||5|2548826428|||2548826428|99.28|0.72|100|COSMETICS AND HOUSEHOLD|360
31-OCT-2025|EXCL|XLSMART TELECOM SEJAHTERA Tbk|EQUITY|ID1000102502|XLSMART TELECOM SEJAHTERA Tbk, PT|ACTIVE|IDX|29-SEP-2005|IDR|Electronic||||||||100|18199862451|||14883283657|23.44|58.34|81.78|TELECOMUNICATION|2610
31-OCT-2025|FAPA|FAP AGRI Tbk|EQUITY|ID1000158405|FAP AGRI Tbk, PT|ACTIVE|IDX|04-JAN-2021|IDR|Certificate||||||||1000|3629411800|||3629411800|18.38|81.62|100|INVESTMENT COMPANY|6150
31-OCT-2025|FAST|FAST FOOD INDONESIA Tbk|EQUITY|ID1000063209|FAST FOOD INDONESIA Tbk, PT|ACTIVE|IDX|11-MAY-1993|IDR|Electronic||||||||50|4523610492|||2648076853|51.15|7.39|58.54|FOOD & BEVERAGES|745
31-OCT-2025|FASW|FAJAR SURYA WISESA Tbk|EQUITY|ID1000068208|FAJAR SURYA WISESA Tbk, PT|ACTIVE|IDX|19-DEC-1994|IDR|Electronic|15-MAY-2001|||||||500|3221255423|||3219572695|0.08|99.87|99.95|PULP & PAPER|5275
31-OCT-2025|FILM|MD ENTERTAINMENT Tbk|EQUITY|ID1000144900|MD ENTERTAINMENT Tbk, PT|ACTIVE|IDX|07-AUG-2018|IDR|Electronic||||||||100|10887566758|||5038168303|23.77|22.5|46.27|ADVERTISING,PRINTING and MEDIA|5675
31-OCT-2025|FIMP|FIMPERKASA UTAMA Tbk|EQUITY|ID1000160203|FIMPERKASA UTAMA Tbk, PT|ACTIVE|IDX|09-APR-2021|IDR|Certificate||||||||50|400000975|||400000975|99.96|0.04|100|CONSTRUCTION|69
31-OCT-2025|FIRE|ALFA ENERGI INVESTAMA Tbk|EQUITY|ID1000139009|ALFA ENERGI INVESTAMA Tbk, PT|ACTIVE|IDX|09-JUN-2017|IDR|Electronic||||||||100|1475363179|||1475338179|98.98|1.02|100|ENERGY|84
31-OCT-2025|FISH|FKS MULTI AGRO Tbk|EQUITY|ID1000080104|FKS MULTI AGRO Tbk, PT|ACTIVE|IDX|18-JAN-2002|IDR|Electronic||||||||10|4800000000|||4800000000|99.85|0.15|100|WHOLESALE (DURABLE & NON DURABLE GOODS)|1965
31-OCT-2025|FITT|HOTEL FITRA INTERNATIONAL Tbk|EQUITY|ID1000148802|HOTEL FITRA INTERNATIONAL Tbk, PT|ACTIVE|IDX|11-JUN-2019|IDR|Electronic||||||||100|1304272051|||1304272051|99.7|0.3|100|RESTAURANT, HOTEL & TOURISM|1020
31-OCT-2025|FLMC|FALMACO NONWOVEN INDUSTRI Tbk|EQUITY|ID1000161300|FALMACO NONWOVEN INDUSTRI Tbk, PT|ACTIVE|IDX|08-JUL-2021|IDR|Certificate||||||||80|781250000|||584150000|74.51|0.26|74.77|OTHER - BASIC INDUSTRY AND CHEMICALS|200
31-OCT-2025|FMII|FORTUNE MATE INDONESIA Tbk|EQUITY|ID1000091200|FORTUNE MATE INDONESIA Tbk, PT|ACTIVE|IDX|27-JUN-2000|IDR|Electronic|08-JUL-2002|||||||100|6400000000|||6400000000|97.32|2.68|100|PROPERTY AND REAL ESTATE|362
31-OCT-2025|FOLK|MULTI GARAM UTAMA Tbk|EQUITY|ID1000194202|MULTI GARAM UTAMA Tbk, PT|ACTIVE|IDX|07-AUG-2023|IDR|Certificate||||||||20|3948141464|||3948141464|99.99|0.01|100|OTHERS - TRADE, SERVICES & INVESTMENT|270
31-OCT-2025|FOOD|SENTRA FOOD INDONESIA Tbk|EQUITY|ID1000147804|SENTRA FOOD INDONESIA Tbk, PT|ACTIVE|IDX|08-JAN-2019|IDR|Electronic||||||||100|650000000|||150000000|22.88|0.2|23.08|FOOD & BEVERAGES|374
31-OCT-2025|FORE|FORE KOPI INDONESIA Tbk|EQUITY|ID1000210008|FORE KOPI INDONESIA Tbk, PT|ACTIVE|IDX|14-APR-2025|IDR|Certificate||||||||70|8918359270|||1880000000|13.65|7.43|21.08|FOOD & BEVERAGES|525
31-OCT-2025|FORU|FORTUNE INDONESIA Tbk|EQUITY|ID1000080203|FORTUNE INDONESIA Tbk, PT|ACTIVE|IDX|17-JAN-2002|IDR|Electronic|17-JAN-2002|||||||100|465224000|||465224000|20.8|79.2|100|ADVERTISING,PRINTING and MEDIA|1220
31-OCT-2025|FORZ|FORZA LAND INDONESIA Tbk|EQUITY|ID1000138407|FORZA LAND INDONESIA Tbk, PT|ACTIVE|IDX|28-APR-2017|IDR|Electronic||||||||100|1984009887|||1984009887|88.77|11.23|100|PROPERTY AND REAL ESTATE|0
31-OCT-2025|FPNI|LOTTE CHEMICAL TITAN Tbk|EQUITY|ID1000083801|LOTTE CHEMICAL TITAN Tbk, PT|ACTIVE|IDX|21-MAR-2002|IDR|Electronic||||||||250|5566414000|||534133305|6.98|2.61|9.6|PLASTICS & PACKAGING|206
31-OCT-2025|FUJI|FUJI FINANCE INDONESIA Tbk|EQUITY|ID1000150006|FUJI FINANCE INDONESIA Tbk, PT|ACTIVE|IDX|09-JUL-2019|IDR|Electronic||||||||100|1300000000|||1300000000|38.19|61.81|100|FINANCIAL INSTITUTION|730
31-OCT-2025|FUTR|FUTURA ENERGI GLOBAL Tbk|EQUITY|ID1000186604|FUTURA ENERGI GLOBAL Tbk, PT|ACTIVE|IDX|27-FEB-2023|IDR|Electronic||||||||10|6635551959|||6635551959|99.38|0.62|100|COMPUTER AND SERVICES|685
31-OCT-2025|FWCT|WIJAYA CAHAYA TIMBER Tbk|EQUITY|ID1000184203|WIJAYA CAHAYA TIMBER Tbk, PT|ACTIVE|IDX|01-FEB-2023|IDR|Certificate||||||||100|1963000000|||1963000000|71.74|28.26|100|WOOD INDUSTRIES|145
31-OCT-2025|GAMA|AKSARA GLOBAL DEVELOPMENT Tbk|EQUITY|ID1000123201|PT. AKSARA GLOBAL DEVELOPMENT Tbk|ACTIVE|IDX|11-JUL-2012|IDR|Electronic||||||||100|10011027656|||10011027656|97.18|2.82|100|PROPERTY AND REAL ESTATE|18
31-OCT-2025|GDST|GUNAWAN DIANJAYA STEEL Tbk|EQUITY|ID1000113806|GUNAWAN DIANJAYA STEEL Tbk, PT|ACTIVE|IDX|23-DEC-2009|IDR|Electronic||||||||100|9242500000|||1018934985|3|8.02|11.02|METAL AND ALLIED PRODUCTS|115
31-OCT-2025|GDYR|GOODYEAR INDONESIA Tbk|EQUITY|ID1000134802|GOODYEAR INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||100|410000000|||57079000|13.29|0.63|13.92|AUTOMOTIVE AND COMPONENTS|1110
31-OCT-2025|GEMA|GEMA GRAHASARANA Tbk|EQUITY|ID1000092505|GEMA GRAHA SARANA Tbk, PT|ACTIVE|IDX|12-AUG-2002|IDR|Electronic||||||||20|1600000000|||688000000|41.73|1.27|43|WHOLESALE (DURABLE & NON DURABLE GOODS)|89
31-OCT-2025|GEMS|GOLDEN ENERGY MINES Tbk|EQUITY|ID1000121106|PT. GOLDEN ENERGY MINES Tbk|ACTIVE|IDX|17-NOV-2011|IDR|Electronic||||||||100|5882353000|||5882353000|92.92|7.08|100|COAL MINING|9050
31-OCT-2025|GGRM|GUDANG GARAM Tbk|EQUITY|ID1000068604|GUDANG GARAM Tbk, PT|ACTIVE|IDX|27-AUG-1990|IDR|Electronic|07-JUN-2001|||||||500|1924088000|||330158215|11.48|5.68|17.16|TOBACCO MANUFACTURERS|17300
31-OCT-2025|GGRP|GUNUNG RAJA PAKSI Tbk|EQUITY|ID1000151202|GUNUNG RAJA PAKSI Tbk, PT|ACTIVE|IDX|19-SEP-2019|IDR|Electronic||||||||140|12111376157|||8201951157|62.69|5.04|67.72|METAL AND ALLIED PRODUCTS|210
31-OCT-2025|GHON|GIHON TELEKOMUNIKASI INDONESIA Tbk|EQUITY|ID1000142300|GIHON TELEKOMUNIKASI INDONESIA Tbk, PT|ACTIVE|IDX|09-APR-2018|IDR|Electronic||||||||100|550000000|||550000000|99.99|0.01|100|TELECOMUNICATION|1700
31-OCT-2025|GIAA|GARUDA INDONESIA (PERSERO) Tbk|EQUITY|ID1000118300|GARUDA INDONESIA (PERSERO) TBK, PT|ACTIVE|IDX|11-FEB-2011|IDR|Electronic||||||||500|91480783837|||32213183559|20.74|14.47|35.21|TRANSPORTATION|115
31-OCT-2025|GJTL|GAJAH TUNGGAL Tbk|EQUITY|ID1000086002|GAJAH TUNGGAL Tbk, PT|ACTIVE|IDX|08-MAY-1990|IDR|Electronic|30-MAY-2002|||||||500|3484800000|||1743529151|29.21|20.82|50.03|AUTOMOTIVE AND COMPONENTS|1040
31-OCT-2025|GLOB|GLOBE KITA TERANG Tbk|EQUITY|ID1000123706|GLOBE KITA TERANG Tbk, PT|ACTIVE|IDX|10-JUL-2012|IDR|Electronic||||||||100|1111112000|||1111112000|91.55|8.45|100|RETAIL TRADE|155
31-OCT-2025|GLVA|GALVA TECHNOLOGIES Tbk|EQUITY|ID1000153109|GALVA TECHNOLOGIES Tbk, PT|ACTIVE|IDX|23-DEC-2019|IDR|Certificate||||||||50|1500000000|||700000000|27.03|19.63|46.67|COMPUTER AND SERVICES|356
31-OCT-2025|GMFI|GARUDA MAINTENANCE FACILITY AERO ASIA Tbk|EQUITY|ID1000140601|GARUDA MAINTENANCE FACILITY AERO ASIA Tbk, PT|ACTIVE|IDX|10-OCT-2017|IDR|Electronic||||||||100|37565978976|||2970722076|7.83|0.07|7.91|MACHINERY AND HEAVY EQUIPMENT|95
31-OCT-2025|GMTD|GOWA MAKASSAR TOURISM DEVELOPMENT Tbk|EQUITY|ID1000064009|PT GOWA MAKASSAR TOURISM DEVELOPMENT Tbk|ACTIVE|IDX|11-DEC-2000|IDR|Electronic||||||||50|1015380000|||103141000|10.15|0.01|10.16|PROPERTY AND REAL ESTATE|2130
31-OCT-2025|GOLD|VISI TELEKOMUNIKASI INFRASTRUKTUR Tbk, PT|EQUITY|ID1000116205|VISI TELEKOMUNIKASI INFRASTRUKTUR Tbk, PT|ACTIVE|IDX|07-JUL-2010|IDR|Electronic||||||||100|1277276000|||1277276000|94.72|5.28|100|TELECOMUNICATION|296
31-OCT-2025|GOLF|INTRA GOLFLINK RESORTS Tbk|EQUITY|ID1000205107|INTRA GOLFLINK RESORTS Tbk, PT|ACTIVE|IDX|08-JUL-2024|IDR|Certificate||||||||25|19486760000|||1950000000|10|0.01|10.01|RESTAURANT, HOTEL & TOURISM|202
31-OCT-2025|GOLL|GOLDEN PLANTATION Tbk|EQUITY|ID1000133200|GOLDEN PLANTATION Tbk, PT|ACTIVE|IDX|23-DEC-2014|IDR|Electronic||||||||100|3665000759|||3664990559|80.63|19.37|100|PLANTATION|50
31-OCT-2025|GOOD|GARUDAFOOD PUTRA PUTRI JAYA Tbk|EQUITY|ID1000145907|GARUDAFOOD PUTRA PUTRI JAYA Tbk, PT|ACTIVE|IDX|10-OCT-2018|IDR|Electronic||||||||20|36897901455|||36725901455|68.42|31.12|99.53|FOOD & BEVERAGES|360
31-OCT-2025|GOTO|GOTO GOJEK TOKOPEDIA Tbk|EQUITY|ID1000166903|GOTO GOJEK TOKOPEDIA Tbk, PT|ACTIVE|IDX|11-APR-2022|IDR|Certificate||||||||1|1191144997220|||1137714367473|22.32|73.19|95.51|COMPUTER AND SERVICES|60
31-OCT-2025|GOTOM|MVS GOTO GOJEK TOKOPEDIA Tbk|EQUITY|ID1000207202|GOTO GOJEK TOKOPEDIA Tbk, PT|ACTIVE|IDX|13-NOV-2024|IDR|Electronic||||||||1|50571730000||||0|0|0|COMPUTER AND SERVICES|68
31-OCT-2025|GPRA|PERDANA GAPURAPRIMA Tbk|EQUITY|ID1000107501|PERDANA GAPURAPRIMA Tbk, PT|ACTIVE|IDX|10-OCT-2007|IDR|Electronic||||||||100|4276655336|||4276655336|97.8|2.2|100|PROPERTY AND REAL ESTATE|133
31-OCT-2025|GPSO|GEOPRIMA SOLUSI Tbk|EQUITY|ID1000162704|GEOPRIMA SOLUSI Tbk, PT|ACTIVE|IDX|06-SEP-2021|IDR|Certificate||||||||50|666741103|||666741103|98.62|1.38|100|MACHINERY AND HEAVY EQUIPMENT|825
31-OCT-2025|GRIA|INGRIA PRATAMA CAPITALINDO Tbk|EQUITY|ID1000194400|INGRIA PRATAMA CAPITALINDO Tbk, PT|ACTIVE|IDX|08-AUG-2023|IDR|Certificate||||||||20|7375720674|||4899520674|66.4|0.03|66.43|PROPERTY AND REAL ESTATE|100
31-OCT-2025|GRPH|GRIPTHA PUTRA PERSADA Tbk|EQUITY|ID1000201502|GRIPTHA PUTRA PERSADA Tbk, PT|ACTIVE|IDX|18-JAN-2024|IDR|Certificate||||||||25|1000000000|||1000000000|99.87|0.13|100|RESTAURANT, HOTEL & TOURISM|65
31-OCT-2025|GRPM|GRAHA PRIMA MENTARI Tbk|EQUITY|ID1000191307|GRAHA PRIMA MENTARI Tbk, PT|ACTIVE|IDX|10-JUL-2023|IDR|Certificate||||||||25|1545081285|||1545081285|99.75|0.25|100|TRANSPORTATION|62
31-OCT-2025|GSMF|EQUITY DEVELOPMENT INVESTMENT Tbk|EQUITY|ID1000074206|EQUITY DEVELOPMENT INVESTMENT Tbk, PT|ACTIVE|IDX|23-OCT-1989|IDR|Electronic|01-NOV-2001|||||||500|14230399705|||14011474045|29.76|68.7|98.46|INVESTMENT COMPANY|89
31-OCT-2025|GTBO|GARDA TUJUH BUANA Tbk|EQUITY|ID1000113004|GARDA TUJUH BUANA Tbk, PT.|ACTIVE|IDX|09-JUL-2009|IDR|Electronic||||||||100|2500000000|||2497804500|29.51|70.4|99.91|COAL MINING|200
31-OCT-2025|GTRA|GRAHAPRIMA SUKSESMANDIRI Tbk|EQUITY|ID1000187701|GRAHAPRIMA SUKSESMANDIRI Tbk, PT|ACTIVE|IDX|30-MAR-2023|IDR|Certificate||||||||100|1894375000|||378875000|19.92|0.08|20|TRANSPORTATION|308
31-OCT-2025|GTSI|GTS INTERNASIONAL Tbk|EQUITY|ID1000163306|GTS INTERNASIONAL TBK, PT|ACTIVE|IDX|08-SEP-2021|IDR|Certificate||||||||50|15819142767|||15814263079|99.92|0.05|99.97|OTHER SECTORS|127
31-OCT-2025|GULA|AMAN AGRINDO Tbk|EQUITY|ID1000170400|AMAN AGRINDO Tbk, PT|ACTIVE|IDX|03-AUG-2022|IDR|Certificate||||||||100|1070362500|||1070362500|99.9|0.1|100|PLANTATION|416
31-OCT-2025|GUNA|GUNANUSA ERAMANDIRI Tbk|EQUITY|ID1000205008|GUNANUSA ERAMANDIRI Tbk, PT|ACTIVE|IDX|09-JUL-2024|IDR|Certificate||||||||100|2500000000|||2500000000|99.98|0.02|100|FOOD & BEVERAGES|272
31-OCT-2025|GWSA|GREENWOOD SEJAHTERA Tbk|EQUITY|ID1000121809|GREENWOOD SEJAHTERA Tbk, PT|ACTIVE|IDX|23-DEC-2011|IDR|Electronic||||||||100|7800760000|||1599692000|20.31|0.19|20.51|PROPERTY AND REAL ESTATE|147
31-OCT-2025|GZCO|GOZCO PLANTATIONS Tbk|EQUITY|ID1000110604|GOZCO PLANTATIONS Tbk, PT|ACTIVE|IDX|15-MAY-2008|IDR|Electronic||||||||100|6000000000|||6000000000|85.94|14.06|100|PLANTATION|288
31-OCT-2025|HADE|HIMALAYA ENERGI PERKASA Tbk|EQUITY|ID1000107006|HIMALAYA ENERGI PERKASA Tbk, PT|ACTIVE|IDX|12-APR-2004|IDR|Electronic||||||||100|2120000000|||1402800000|65.61|0.56|66.17|INVESTMENT COMPANY|25
31-OCT-2025|JSMR03CCN2|OBLIGASI BERKELANJUTAN III JASA MARGA TAHAP II TAHUN 2025 SERI C|CORPORATE BOND|IDA0001608C7|JASA MARGA ( PERSERO) Tbk, PT|ACTIVE|IDX|05-SEP-2025|IDR|Electronic||04-SEP-2035|||7.15||3 MONTHS|||780000000000|780000000000|780000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-OCT-2025|KAEF01CB|OBLIGASI WAJIB KONVERSI KIMIA FARMA I TAHUN 2023|CORPORATE BOND|IDC000013805|KIMIA FARMA Tbk, PT|ACTIVE|||IDR|Electronic||23-FEB-2028|||5|FIXED|SEMI-ANNUAL|||302995007125|302995007125|302995007125|50.49|49.51|100|PHARMACEUTICALS|1
31-OCT-2025|KAII01ACN1|OBLIGASI BERKELANJUTAN I KERETA API INDONESIA TAHAP I TAHUN 2022 SERI A|CORPORATE BOND|IDA0001265A0|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|08-AUG-2022|IDR|Electronic||05-AUG-2027|||7.1|FIXED|3 MONTHS|||634000000000|634000000000|634000000000|100|0|100|TRANSPORTATION|1
31-OCT-2025|KAII01ACN2|OBLIGASI BERKELANJUTAN I KERETA API INDONESIA TAHAP II TAHUN 2024 SERI A|CORPORATE BOND|IDA0001472A2|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|12-AUG-2024|IDR|Electronic||09-AUG-2027|||6.9|FIXED|3 MONTHS|||67000000000|67000000000|67000000000|100|0|100|TRANSPORTATION|1
31-OCT-2025|KAII01BCN1|OBLIGASI BERKELANJUTAN I KERETA API INDONESIA TAHAP I TAHUN 2022 SERI B|CORPORATE BOND|IDA0001265B8|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|08-AUG-2022|IDR|Electronic||05-AUG-2029|||8|FIXED|3 MONTHS|||866000000000|866000000000|866000000000|100|0|100|TRANSPORTATION|1
31-OCT-2025|KAII01BCN2|OBLIGASI BERKELANJUTAN I KERETA API INDONESIA TAHAP II TAHUN 2024 SERI B|CORPORATE BOND|IDA0001472B0|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|12-AUG-2024|IDR|Electronic||09-AUG-2029|||7.2|FIXED|3 MONTHS|||295500000000|295500000000|295500000000|99.97|0.03|100|TRANSPORTATION|1
31-OCT-2025|KAII01CCN2|OBLIGASI BERKELANJUTAN I KERETA API INDONESIA TAHAP II TAHUN 2024 SERI C|CORPORATE BOND|IDA0001472C8|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|12-AUG-2024|IDR|Electronic||09-AUG-2031|||7.3|FIXED|3 MONTHS|||337500000000|337500000000|337500000000|100|0|100|TRANSPORTATION|1
31-OCT-2025|KAII02ACN1|OBLIGASI BERKELANJUTAN II KERETA API TAHAP I TAHUN 2024 SERI A|CORPORATE BOND|IDA0001498A7|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|20-NOV-2024|IDR|Electronic||19-NOV-2027|||6.7|FIXED|3 MONTHS|||437800000000|437800000000|437800000000|100|0|100|TRANSPORTATION|1
31-OCT-2025|KAII02ACN2|OBLIGASI BERKELANJUTAN II KERETA API INDONESIA TAHAP II TAHUN 2025 SERI A|CORPORATE BOND|IDA0001529A9|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|08-APR-2025|IDR|Electronic||27-MAR-2030|||6.9|FIXED|3 MONTHS|||365125000000|365125000000|365125000000|100|0|100|TRANSPORTATION|1
31-OCT-2025|KAII02B|OBLIGASI II KERETA API INDONESIA TAHUN 2019 SERI B|CORPORATE BOND|IDA0001038B9|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|16-DEC-2019|IDR|Electronic||13-DEC-2026|||8.2|FIXED|3 MONTHS|||1100000000000|1100000000000|1100000000000|100|0|100|TRANSPORTATION|1
31-OCT-2025|KAII02BCN1|OBLIGASI BERKELANJUTAN II KERETA API TAHAP I TAHUN 2024 SERI B|CORPORATE BOND|IDA0001498B5|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|20-NOV-2024|IDR|Electronic||19-NOV-2029|||7|FIXED|3 MONTHS|||448360000000|448360000000|448360000000|99.52|0.48|100|TRANSPORTATION|1
31-OCT-2025|KAII02BCN2|OBLIGASI BERKELANJUTAN II KERETA API INDONESIA TAHAP II TAHUN 2025 SERI B|CORPORATE BOND|IDA0001529B7|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|08-APR-2025|IDR|Electronic||27-MAR-2032|||7|FIXED|3 MONTHS|||134875000000|134875000000|134875000000|100|0|100|TRANSPORTATION|1
31-OCT-2025|KAII02CCN1|OBLIGASI BERKELANJUTAN II KERETA API TAHAP I TAHUN 2024 SERI C|CORPORATE BOND|IDA0001497C5|PT KERETA API INDONESIA (PERSERO)|ACTIVE|IDX|20-NOV-2024|IDR|Electronic||19-NOV-2031|||7.1|FIXED|3 MONTHS|||613840000000|613840000000|613840000000|99.88|0.12|100|TRANSPORTATION|1
31-OCT-2025|KETR01B|OBLIGASI KETROSDEN TRIASMITRA I TAHUN 2020 SERI B|CORPORATE BOND|IDA0001129B6|KETROSDEN TRIASMITRA, PT|ACTIVE|IDX|11-JAN-2021|IDR|Electronic||08-JAN-2026|||7.25|FIXED|3 MONTHS|||168000000000|168000000000|168000000000|100|0|100|TELECOMUNICATION|1
31-OCT-2025|KJIE01AXJP|SURAT UTANG JANGKA PANJANG KARAWANG JABAR INDUSTRIAL ESTATE I TAHUN 2019 SERI A|CORPORATE BOND|IDA0001035A7|KARAWANG JABAR INDUSTRIAL ESTATE, PT|ACTIVE|||IDR|Electronic||03-DEC-2027|||4|FLOATING|3 MONTHS|||345000000000|345000000000|345000000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-OCT-2025|KJIE01BXJP|SURAT UTANG JANGKA PANJANG KARAWANG JABAR INDUSTRIAL ESTATE I TAHUN 2019 SERI B|CORPORATE BOND|IDA0001035B5|KARAWANG JABAR INDUSTRIAL ESTATE, PT|ACTIVE|||IDR|Electronic||03-DEC-2027|||4|FLOATING|3 MONTHS|||50000000000|50000000000|50000000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-OCT-2025|KJIE01CXJP|SURAT UTANG JANGKA PANJANG KARAWANG JABAR INDUSTRIAL ESTATE I TAHUN 2019 SERI C|CORPORATE BOND|IDA0001035C3|KARAWANG JABAR INDUSTRIAL ESTATE, PT|ACTIVE|||IDR|Electronic||03-DEC-2027|||4|FLOATING|3 MONTHS|||17000000000|17000000000|17000000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-OCT-2025|KJIE01DXJP|SURAT UTANG JANGKA PANJANG KARAWANG JABAR INDUSTRIAL ESTATE I TAHUN 2019 SERI D|CORPORATE BOND|IDA0001035D1|KARAWANG JABAR INDUSTRIAL ESTATE, PT|ACTIVE|||IDR|Electronic||03-DEC-2027|||4|FLOATING|3 MONTHS|||24500000000|24500000000|24500000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-OCT-2025|KJIE01EXJP|SURAT UTANG JANGKA PANJANG KARAWANG JABAR INDUSTRIAL ESTATE I TAHUN 2019 SERI E|CORPORATE BOND|IDA0001035E9|KARAWANG JABAR INDUSTRIAL ESTATE, PT|ACTIVE|||IDR|Electronic||03-DEC-2027|||4|FLOATING|3 MONTHS|||21000000000|21000000000|21000000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-OCT-2025|LPPI01CCN1|OBLIGASI BERKELANJUTAN I LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP I TAHUN 2021 SERI C|CORPORATE BOND|IDA0001204C5|LONTAR PAPYRUS PULP & PAPER INDUSTRY, PT|ACTIVE|IDX|27-JAN-2022|IDR|Electronic||26-JAN-2027|||9.75|FIXED|3 MONTHS|||404520000000|404520000000|404520000000|100|0|100|PULP & PAPER|1
31-OCT-2025|LPPI01CCN2|OBLIGASI BERKELANJUTAN I LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP II TAHUN 2022 SERI C|CORPORATE BOND|IDA0001235C9|LONTAR PAPYRUS PULP & PAPER INDUSTRY, PT|ACTIVE|IDX|25-APR-2022|IDR|Electronic||22-APR-2027|||10.25|FIXED|3 MONTHS|||574970000000|574970000000|574970000000|100|0|100|PULP & PAPER|1
31-OCT-2025|LPPI01CCN3|OBLIGASI BERKELANJUTAN I LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP III TAHUN 2022 SERI C|CORPORATE BOND|IDA0001276C3|LONTAR PAPYRUS PULP & PAPER INDUSTRY, PT|ACTIVE|IDX|02-SEP-2022|IDR|Electronic||01-SEP-2027|||11|FIXED|3 MONTHS|||65655000000|65655000000|65655000000|100|0|100|PULP & PAPER|1
31-OCT-2025|LPPI02ACN1|OBLIGASI BERKELANJUTAN II LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP I TAHUN 2023 SERI A|CORPORATE BOND|IDA0001331A0|LONTAR PAPYRUS PULP & PAPER INDUSTRY, PT|ACTIVE|IDX|05-JUL-2023|IDR|Electronic||04-JUL-2026|||10.5|FIXED|3 MONTHS|||2726560000000|2726560000000|2726560000000|100|0|100|PULP & PAPER|1
31-OCT-2025|LPPI02BCN1|OBLIGASI BERKELANJUTAN II LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP I TAHUN 2023 SERI B|CORPORATE BOND|IDA0001331B8|LONTAR PAPYRUS PULP & PAPER INDUSTRY, PT|ACTIVE|IDX|05-JUL-2023|IDR|Electronic||04-JUL-2028|||11|FIXED|3 MONTHS|||273440000000|273440000000|273440000000|100|0|100|PULP & PAPER|1
31-OCT-2025|LPPI02BCN2|OBLIGASI BERKELANJUTAN II LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP II TAHUN 2023 SERI B|CORPORATE BOND|IDA0001359B9|LONTAR PAPYRUS PULP & PAPER INDUSTRY, PT|ACTIVE|IDX|09-OCT-2023|IDR|Electronic||06-OCT-2026|||10.5|FIXED|3 MONTHS|||1483070000000|1483070000000|1483070000000|100|0|100|PULP & PAPER|1
